loss,val_loss
0.3692304790019989,0.6374141573905945
0.3390672504901886,0.5816762447357178
0.31591883301734924,0.5279024243354797
0.2899085283279419,0.47568967938423157
0.2712748944759369,0.42388737201690674
0.25317391753196716,0.37846580147743225
0.23634764552116394,0.33920183777809143
0.22116829454898834,0.30249419808387756
0.2053481787443161,0.26232919096946716
0.19184599816799164,0.21720345318317413
0.17901168763637543,0.16974735260009766
0.16913992166519165,0.12263426929712296
0.16962672770023346,0.08405739814043045
0.1702377200126648,0.05659973993897438
0.17971202731132507,0.03549600765109062
0.19718900322914124,0.02469947747886181
0.20934659242630005,0.02530747652053833
0.20858818292617798,0.031049763783812523
0.20072004199028015,0.035849787294864655
0.19408276677131653,0.045295387506484985
0.18803581595420837,0.05977493152022362
0.17737945914268494,0.0741877555847168
0.17080803215503693,0.0941704735159874
0.16600358486175537,0.1196097731590271
0.16513079404830933,0.14606745541095734
0.16511791944503784,0.17105869948863983
